spa,msl,spa_n_caracteres,spa_n_palabras,spa_n_tokens_unicos,spa_longitud_media_palabra,spa_ratio_diversidad,msl_n_caracteres,msl_n_palabras,msl_n_tokens_unicos,msl_longitud_media_palabra,msl_ratio_diversidad,compresion_palabras,ratio_compresion,bin_long_spa
permiso por favor,permiso por favor,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no grites por favor,tú gritar no porfavor,19.0,4.0,4.0,4.0,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
no griten por favor,ustedes gritar no porfavor,19.0,4.0,4.0,4.0,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
no empujes por favor,tú empujar no por favor,20.0,4.0,4.0,4.25,1.0,23.0,5.0,5.0,3.8,1.0,-1.0,1.25,4 palabras
no empujen por favor,ustedes empujar no por favor,20.0,4.0,4.0,4.25,1.0,28.0,5.0,5.0,4.8,1.0,-1.0,1.25,4 palabras
por favor,por favor,9.0,2.0,2.0,4.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
yo estudio en la biblioteca,biblioteca ahí yo estudiar,27.0,5.0,5.0,4.6,1.0,26.0,4.0,4.0,5.75,1.0,1.0,0.8,5 palabras
tú estudias en la biblioteca,biblioteca ahí tú estudiar,28.0,5.0,5.0,4.8,1.0,26.0,4.0,4.0,5.75,1.0,1.0,0.8,5 palabras
él estudia en la biblioteca,biblioteca ahí él estudiar,27.0,5.0,5.0,4.6,1.0,26.0,4.0,4.0,5.75,1.0,1.0,0.8,5 palabras
nosotros estudiamos en la biblioteca,biblioteca ahí nosotros estudiar,36.0,5.0,5.0,6.4,1.0,32.0,4.0,4.0,7.25,1.0,1.0,0.8,5 palabras
ustedes estudian en la biblioteca,biblioteca ahí ustedes estudiar,33.0,5.0,5.0,5.8,1.0,31.0,4.0,4.0,7.0,1.0,1.0,0.8,5 palabras
ellos estudian en la biblioteca,biblioteca ahí ellos estudiar,31.0,5.0,5.0,5.4,1.0,29.0,4.0,4.0,6.5,1.0,1.0,0.8,5 palabras
estudian en la biblioteca,biblioteca ahí ellos (ellas) (ustedes) estudiar,25.0,4.0,4.0,5.5,1.0,47.0,6.0,6.0,6.333333333333333,1.0,-2.0,1.5,4 palabras
ellas estudian en la biblioteca,biblioteca ahí ellas estudiar,31.0,5.0,5.0,5.4,1.0,29.0,4.0,4.0,6.5,1.0,1.0,0.8,5 palabras
mi prima estudia en la biblioteca,biblioteca ahí primo mujer estudiar,33.0,6.0,6.0,4.666666666666667,1.0,35.0,5.0,5.0,6.2,1.0,1.0,0.8333333333333334,6 palabras
mi primo estudia en la biblioteca,biblioteca ahí primo estudiar,33.0,6.0,6.0,4.666666666666667,1.0,29.0,4.0,4.0,6.5,1.0,2.0,0.6666666666666666,6 palabras
mi sobrina estudia en la biblioteca,biblioteca ahí sobrino mujer estudiar,35.0,6.0,6.0,5.0,1.0,37.0,5.0,5.0,6.6,1.0,1.0,0.8333333333333334,6 palabras
el profesor estudia en la biblioteca,biblioteca ahí profesor estudiar,36.0,6.0,6.0,5.166666666666667,1.0,32.0,4.0,4.0,7.25,1.0,2.0,0.6666666666666666,6 palabras
mi novia estudia en la biblioteca,biblioteca ahí novia mía estudiar,33.0,6.0,6.0,4.666666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
mi novio estudia en la biblioteca,biblioteca ahí novio mío estudiar,33.0,6.0,6.0,4.666666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
mi amiga estudia en la biblioteca,biblioteca ahí amigo mujer mía estudiar,33.0,6.0,6.0,4.666666666666667,1.0,39.0,6.0,6.0,5.666666666666667,1.0,0.0,1.0,6 palabras
mi amigo estudia en la biblioteca,biblioteca ahí amigo mío estudiar,33.0,6.0,6.0,4.666666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
estudiaré en la biblioteca mañana,mañana biblioteca ahí yo estudiar,33.0,5.0,5.0,5.8,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
estudiaremos en la biblioteca mañana,mañana biblioteca ahí yo estudiar,36.0,5.0,5.0,6.4,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
estudiarás en la biblioteca mañana,mañana biblioteca ahí tú estudiar,34.0,5.0,5.0,6.0,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
él estudiará en la biblioteca mañana,mañana biblioteca ahí él estudiar,36.0,6.0,6.0,5.166666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
mis amigos estudiarán en la biblioteca mañana,mañana biblioteca ahí amigos ellos estudiar,45.0,7.0,7.0,5.571428571428571,1.0,43.0,6.0,6.0,6.333333333333333,1.0,1.0,0.8571428571428571,≥7 palabras
mis amigas estudiarán en la biblioteca mañana,mañana biblioteca ahí amigos mujeres ellas estudiar,45.0,7.0,7.0,5.571428571428571,1.0,51.0,7.0,7.0,6.428571428571429,1.0,0.0,1.0,≥7 palabras
mi amiga estudiará en la biblioteca mañana,mañana biblioteca ahí amigo mujer ellas estudiar,42.0,7.0,7.0,5.142857142857143,1.0,48.0,7.0,7.0,6.0,1.0,0.0,1.0,≥7 palabras
mi hermano estudiará en la biblioteca mañana,mañana biblioteca ahí hermano mío estudiar,44.0,7.0,7.0,5.428571428571429,1.0,42.0,6.0,6.0,6.166666666666667,1.0,1.0,0.8571428571428571,≥7 palabras
mi hermana estudiará en la biblioteca mañana,mañana biblioteca ahí hermano mujer mía estudiar,44.0,7.0,7.0,5.428571428571429,1.0,48.0,7.0,7.0,6.0,1.0,0.0,1.0,≥7 palabras
buenas tardes,buenas tardes,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
hola niño. Buenos días,hola niño. Buenos días,22.0,4.0,4.0,4.5,1.0,22.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
hola niña. Buenos días,hola niña.Buenos días,22.0,4.0,4.0,4.5,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
hola mamá. Buenos días,hola mamá. Buenos días,22.0,4.0,4.0,4.5,1.0,22.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
hola papá. Buenos días,hola papá. Buenos días,22.0,4.0,4.0,4.5,1.0,22.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
hola niño. Buenas tardes,hola niño. Buenas tardes,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola niña. Buenas tardes,hola niña. Buenas tardes,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola mamá. Buenas tardes,hola mamá. Buenas tardes,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola papá. Buenas tardes,hola papá. Buenas tardes,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola niño. Buenas noches,hola niño. Buenas noches,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola niña. Buenas noches,hola niña. Buenas noches,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola mamá. Buenas noches,hola mamá. Buenas noches,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
hola papá. Buenas noches,hola papá. Buenas noches,24.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
"buenas tardes, ¿cómo te llamas?","buenas tardes, tú nombre",31.0,5.0,5.0,4.8,1.0,24.0,4.0,4.0,5.0,1.0,1.0,0.8,5 palabras
"buenas tardes, ¿cuál es tu nombre?","buenas tardes, ¿tú nombre cuál?",34.0,6.0,6.0,4.333333333333333,1.0,31.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
"buenas tardes, ¿cómo estás?","buenas tardes, ¿cómo estar tú?",27.0,4.0,4.0,5.25,1.0,30.0,5.0,5.0,4.6,1.0,-1.0,1.25,4 palabras
"buenas tardes, ¿cómo están?","buenas tardes, ¿cómo estar ustedes?",27.0,4.0,4.0,5.25,1.0,35.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
buenas días,buenos días,11.0,2.0,2.0,5.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
"buenos días, ¿cómo estás?","buenos días, ¿cómo estar tú?",25.0,4.0,4.0,4.75,1.0,28.0,5.0,5.0,4.2,1.0,-1.0,1.25,4 palabras
"buenas días, ¿cómo están?","buenas tardes, ¿cómo estar ustedes?",25.0,4.0,4.0,4.75,1.0,35.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
buenas noches,buenas noches,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
"buenas noches, ¿cómo estás?","buenas noches, ¿cómo estar tú?",27.0,4.0,4.0,5.25,1.0,30.0,5.0,5.0,4.6,1.0,-1.0,1.25,4 palabras
"buenas noches, ¿cómo están?","buenas noches, ¿cómo estar ustedes?",27.0,4.0,4.0,5.25,1.0,35.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
quiero aprender lsm,yo lsm aprender querer,19.0,3.0,3.0,5.666666666666667,1.0,22.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
quieres aprender lsm,tú lsm aprender querer,20.0,3.0,3.0,6.0,1.0,22.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
quiere aprender lsm,él lsm aprender querer,19.0,3.0,3.0,5.666666666666667,1.0,22.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
queremos aprender lsm,nosotros lsm aprender querer,21.0,3.0,3.0,6.333333333333333,1.0,28.0,4.0,4.0,6.25,1.0,-1.0,1.3333333333333333,3 palabras
quieren aprender lsm,ellos (as) (ustedes) lsm aprender querer,20.0,3.0,3.0,6.0,1.0,40.0,6.0,6.0,5.166666666666667,1.0,-3.0,2.0,3 palabras
ellos quieren aprender lsm,ellos lsm aprender querer,26.0,4.0,4.0,5.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
ellas quieren aprender lsm,ellas lsm aprender querer,26.0,4.0,4.0,5.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
ustedes quieren aprender lsm,ustedes lsm aprender querer,28.0,4.0,4.0,6.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
mi mamá quiere aprender lsm,mamá mía lsm aprender querer,27.0,5.0,5.0,4.6,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
mi papá quiere aprender lsm,papá mío lsm aprender querer,27.0,5.0,5.0,4.6,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
mi novio quiere aprender lsm,novio mío lsm aprender querer,28.0,5.0,5.0,4.8,1.0,29.0,5.0,5.0,5.0,1.0,0.0,1.0,5 palabras
mi novia quiere aprender lsm,novio mujer mía lsm aprender querer,28.0,5.0,5.0,4.8,1.0,35.0,6.0,6.0,5.0,1.0,-1.0,1.2,5 palabras
mi tía quiere aprender lsm,tío mujer mía lsm aprender querer,26.0,5.0,5.0,4.4,1.0,33.0,6.0,6.0,4.666666666666667,1.0,-1.0,1.2,5 palabras
mi tío quiere aprender lsm,tío mío lsm aprender querer,26.0,5.0,5.0,4.4,1.0,27.0,5.0,5.0,4.6,1.0,0.0,1.0,5 palabras
mi abuela quiere aprender lsm,abuelo mujer mía lsm aprender querer,29.0,5.0,5.0,5.0,1.0,36.0,6.0,6.0,5.166666666666667,1.0,-1.0,1.2,5 palabras
mi abuelo quiere aprender lsm,abuelo mío lsm aprender querer,29.0,5.0,5.0,5.0,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
mi prima quiere aprender lsm,primo mujer mía lsm aprender querer,28.0,5.0,5.0,4.8,1.0,35.0,6.0,6.0,5.0,1.0,-1.0,1.2,5 palabras
mi primo quiere aprender lsm,primo mío lsm aprender querer,28.0,5.0,5.0,4.8,1.0,29.0,5.0,5.0,5.0,1.0,0.0,1.0,5 palabras
mi sobrina quiere aprender lsm,sobrino mujer mía lsm aprender querer,30.0,5.0,5.0,5.2,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
mi sobrino quiere aprender lsm,sobrino mío lsm aprender querer,30.0,5.0,5.0,5.2,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
mi hermana quiere aprender lsm,hermano mujer mía lsm aprender querer,30.0,5.0,5.0,5.2,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
mi hermano quiere aprender lsm,hermano mío lsm aprender querer,30.0,5.0,5.0,5.2,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
tu mamá quiere aprender lsm,mamá tuya lsm aprender querer,27.0,5.0,5.0,4.6,1.0,29.0,5.0,5.0,5.0,1.0,0.0,1.0,5 palabras
tu papá quiere aprender lsm,papá tuyo lsm aprender querer,27.0,5.0,5.0,4.6,1.0,29.0,5.0,5.0,5.0,1.0,0.0,1.0,5 palabras
tu novio quiere aprender lsm,novio tuyo lsm aprender querer,28.0,5.0,5.0,4.8,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
tu novia quiere aprender lsm,novio mujer tuya lsm aprender querer,28.0,5.0,5.0,4.8,1.0,36.0,6.0,6.0,5.166666666666667,1.0,-1.0,1.2,5 palabras
tu tía quiere aprender lsm,tío mujer tuya lsm aprender querer,26.0,5.0,5.0,4.4,1.0,34.0,6.0,6.0,4.833333333333333,1.0,-1.0,1.2,5 palabras
tu tío quiere aprender lsm,tío tuyo lsm aprender querer,26.0,5.0,5.0,4.4,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
tu abuela quiere aprender lsm,abuelo mujer tuya lsm aprender querer,29.0,5.0,5.0,5.0,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
tu abuelo quiere aprender lsm,abuelo tuyo lsm aprender querer,29.0,5.0,5.0,5.0,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
tu prima quiere aprender lsm,primo mujer tuya lsm aprender querer,28.0,5.0,5.0,4.8,1.0,36.0,6.0,6.0,5.166666666666667,1.0,-1.0,1.2,5 palabras
tu primo quiere aprender lsm,primo tuyo lsm aprender querer,28.0,5.0,5.0,4.8,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
tu sobrina quiere aprender lsm,sobrino mujer tuya lsm aprender querer,30.0,5.0,5.0,5.2,1.0,38.0,6.0,6.0,5.5,1.0,-1.0,1.2,5 palabras
tu sobrino quiere aprender lsm,sobrino tuyo lsm aprender querer,30.0,5.0,5.0,5.2,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
tu hermana quiere aprender lsm,hermano mujer tuya lsm aprender querer,30.0,5.0,5.0,5.2,1.0,38.0,6.0,6.0,5.5,1.0,-1.0,1.2,5 palabras
tu hermano quiere aprender lsm,hermano tuyo lsm aprender querer,30.0,5.0,5.0,5.2,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
yo estoy confundido,yo confundido,19.0,3.0,3.0,5.666666666666667,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
tú estás confundido,tú confundido,19.0,3.0,3.0,5.666666666666667,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
él está confundido,él confundido,18.0,3.0,3.0,5.333333333333333,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
estamos confundidos,nosotros confundidos,19.0,2.0,2.0,9.0,1.0,20.0,2.0,2.0,9.5,1.0,0.0,1.0,2 palabras
ellas están confundidas,ellas confundidas,23.0,3.0,3.0,7.0,1.0,17.0,2.0,2.0,8.0,1.0,1.0,0.6666666666666666,3 palabras
ellos están confundidos,ellos confundidos,23.0,3.0,3.0,7.0,1.0,17.0,2.0,2.0,8.0,1.0,1.0,0.6666666666666666,3 palabras
ustedes están confundidos,ustedes confundidos,25.0,3.0,3.0,7.666666666666667,1.0,19.0,2.0,2.0,9.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está confundida,mamá mía confundida,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
mi papá está confundido,papá mío confundido,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
las niñas están confundidas,niño mujer ellas confundidas,27.0,4.0,4.0,6.0,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
los niños están confundidos,niño ellos confundidos,27.0,4.0,4.0,6.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
mi tía está confundida,tía mía confundida,22.0,4.0,4.0,4.75,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
mi tío está confundido,tío mío confundido,22.0,4.0,4.0,4.75,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
mi abuelo está confundido,abuelo mío confundido,25.0,4.0,4.0,5.5,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
mi abuela está confundido,abuelo mujer mía confundida,25.0,4.0,4.0,5.5,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
mi amigo está confundido,amigo mío confundido,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi hermano está confundido,hermano mío confundido,26.0,4.0,4.0,5.75,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
mi amiga está confundida,amigo mujer mía confundida,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
mi novio está confundido,novio mío confundido,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi novia está confundida,novio mujer mía confundida,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
tu tía está confundida,tío mujer tuya confundida,22.0,4.0,4.0,4.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu tío está confundido,tío tuyo confundido,22.0,4.0,4.0,4.75,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
tu abuelo está confundido,abuelo tuyo confundido,25.0,4.0,4.0,5.5,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
tu abuela está confundida,abuelo mujer tuya confundida,25.0,4.0,4.0,5.5,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
tu amigo está confundido,amigo tuyo confundido,24.0,4.0,4.0,5.25,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
tu amiga está confundida,amigo mujer tuya confundida,24.0,4.0,4.0,5.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
tu novio está confundido,novio tuyo confundido,24.0,4.0,4.0,5.25,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
tu novia está confundida,novio mujer tuya confundida,24.0,4.0,4.0,5.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
nuestro amigo está confundido,amigo nuestro confundido,29.0,4.0,4.0,6.5,1.0,24.0,3.0,3.0,7.333333333333333,1.0,1.0,0.75,4 palabras
nuestra amiga está confundida,amigo mujer nuestra confundida,29.0,4.0,4.0,6.5,1.0,30.0,4.0,4.0,6.75,1.0,0.0,1.0,4 palabras
quiero aprender alemán,yo alemán aprender querer,22.0,3.0,3.0,6.666666666666667,1.0,25.0,4.0,4.0,5.5,1.0,-1.0,1.3333333333333333,3 palabras
quieres aprender árabe,tú árabe aprender querer,22.0,3.0,3.0,6.666666666666667,1.0,24.0,4.0,4.0,5.25,1.0,-1.0,1.3333333333333333,3 palabras
quiere aprender japonés,él japonés aprender querer,23.0,3.0,3.0,7.0,1.0,26.0,4.0,4.0,5.75,1.0,-1.0,1.3333333333333333,3 palabras
queremos aprender matemáticas,nosotros matemáticas aprender querer,29.0,3.0,3.0,9.0,1.0,36.0,4.0,4.0,8.25,1.0,-1.0,1.3333333333333333,3 palabras
quieren aprender a cocinar,ellos (as) (ustedes) cocinar aprender querer,26.0,4.0,4.0,5.75,1.0,44.0,6.0,6.0,5.833333333333333,1.0,-2.0,1.5,4 palabras
ellos quieren aprender a dibujar,ellos dibujar aprender querer,32.0,5.0,5.0,5.6,1.0,29.0,4.0,4.0,6.5,1.0,1.0,0.8,5 palabras
ellas quieren aprender español,ellas español aprender querer,30.0,4.0,4.0,6.75,1.0,29.0,4.0,4.0,6.5,1.0,0.0,1.0,4 palabras
ustedes quieren aprender lsm,ustedes lsm aprender querer,28.0,4.0,4.0,6.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
mi mamá quiere aprender alemán,mamá mía alemán aprender querer,30.0,5.0,5.0,5.2,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
mi papá quiere aprender árabe,papá mío árabe aprender querer,29.0,5.0,5.0,5.0,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
mi novio quiere aprender japonés,novio mío japonés aprender querer,32.0,5.0,5.0,5.6,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
mi novia quiere aprender matemáticas,novio mujer mía matemáticas aprender querer,36.0,5.0,5.0,6.4,1.0,43.0,6.0,6.0,6.333333333333333,1.0,-1.0,1.2,5 palabras
mi tía quiere aprender a dibujar,tío mujer mía dibujar aprender querer,32.0,6.0,6.0,4.5,1.0,37.0,6.0,6.0,5.333333333333333,1.0,0.0,1.0,6 palabras
mi tío quiere aprender programación,tío mío programación aprender querer,35.0,5.0,5.0,6.2,1.0,36.0,5.0,5.0,6.4,1.0,0.0,1.0,5 palabras
mi abuela quiere aprender a escribir,abuelo mujer mía escribir aprender querer,36.0,6.0,6.0,5.166666666666667,1.0,41.0,6.0,6.0,6.0,1.0,0.0,1.0,6 palabras
mi abuelo quiere aprender francés,abuelo mío francés aprender querer,33.0,5.0,5.0,5.8,1.0,34.0,5.0,5.0,6.0,1.0,0.0,1.0,5 palabras
mi prima quiere aprender a cocinar,primo mujer mía cocinar aprender querer,34.0,6.0,6.0,4.833333333333333,1.0,39.0,6.0,6.0,5.666666666666667,1.0,0.0,1.0,6 palabras
mi primo quiere aprender a dibujar,primo mío dibujar aprender querer,34.0,6.0,6.0,4.833333333333333,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
mi sobrina quiere aprender lsm,sobrino mujer mía lsm aprender querer,30.0,5.0,5.0,5.2,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
mi sobrino quiere aprender japonés,sobrino mío japonés aprender querer,34.0,5.0,5.0,6.0,1.0,35.0,5.0,5.0,6.2,1.0,0.0,1.0,5 palabras
mi hermana quiere aprender programación,hermano mujer mía programación aprender querer,39.0,5.0,5.0,7.0,1.0,46.0,6.0,6.0,6.833333333333333,1.0,-1.0,1.2,5 palabras
mi hermano quiere aprender cocinar,hermano mío cocinar aprender querer,34.0,5.0,5.0,6.0,1.0,35.0,5.0,5.0,6.2,1.0,0.0,1.0,5 palabras
tu mamá quiere aprender italiano,mamá tuya itlaliano aprender querer,32.0,5.0,5.0,5.6,1.0,35.0,5.0,5.0,6.2,1.0,0.0,1.0,5 palabras
tu papá quiere aprender alemán,papá tuyo alemán aprender querer,30.0,5.0,5.0,5.2,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
tu novio quiere aprender inglés,novio tuyo inglés aprender querer,31.0,5.0,5.0,5.4,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
tu novia quiere aprender lsm,novio mujer tuya lsm aprender querer,28.0,5.0,5.0,4.8,1.0,36.0,6.0,6.0,5.166666666666667,1.0,-1.0,1.2,5 palabras
tu tía quiere aprender alemán,tío mujer tuya alemán aprender querer,29.0,5.0,5.0,5.0,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
tu tío quiere aprender español,tío tuyo español aprender querer,30.0,5.0,5.0,5.2,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
tu abuela quiere aprender a dibujar,abuelo mujer tuya dibujar aprender querer,35.0,6.0,6.0,5.0,1.0,41.0,6.0,6.0,6.0,1.0,0.0,1.0,6 palabras
tu abuelo quiere aprender japonés,abuelo tuyo japonés aprender querer,33.0,5.0,5.0,5.8,1.0,35.0,5.0,5.0,6.2,1.0,0.0,1.0,5 palabras
tu prima quiere aprender matemáticas,primo mujer tuya matemáticas aprender querer,36.0,5.0,5.0,6.4,1.0,44.0,6.0,6.0,6.5,1.0,-1.0,1.2,5 palabras
tu primo quiere aprender español,primo tuyo español aprender querer,32.0,5.0,5.0,5.6,1.0,34.0,5.0,5.0,6.0,1.0,0.0,1.0,5 palabras
tu sobrina quiere aprender inglés,sobrino mujer tuya inglés aprender querer,33.0,5.0,5.0,5.8,1.0,41.0,6.0,6.0,6.0,1.0,-1.0,1.2,5 palabras
tu sobrino quiere aprender a cocinar,sobrino tuyo cocinar aprender querer,36.0,6.0,6.0,5.166666666666667,1.0,36.0,5.0,5.0,6.4,1.0,1.0,0.8333333333333334,6 palabras
tu hermana quiere aprender árabe,hermano mujer tuya árabe aprender querer,32.0,5.0,5.0,5.6,1.0,40.0,6.0,6.0,5.833333333333333,1.0,-1.0,1.2,5 palabras
tu hermano quiere aprender alemán,hermano tuyo alemán aprender querer,33.0,5.0,5.0,5.8,1.0,35.0,5.0,5.0,6.2,1.0,0.0,1.0,5 palabras
yo como pasta en el restaurante,restaurante ahí yo pasta comer,31.0,6.0,6.0,4.333333333333333,1.0,30.0,5.0,5.0,5.2,1.0,1.0,0.8333333333333334,6 palabras
tú comes hamburguesa en el restaurante,restaurante ahí tú hamburguesa comer,38.0,6.0,6.0,5.5,1.0,36.0,5.0,5.0,6.4,1.0,1.0,0.8333333333333334,6 palabras
él come pescado en el restaurante,restaurante ahí él pescado comer,33.0,6.0,6.0,4.666666666666667,1.0,32.0,5.0,5.0,5.6,1.0,1.0,0.8333333333333334,6 palabras
nosotros comemos mariscos en el restaurante,restaurante ahí nosotros mariscos comer,43.0,6.0,6.0,6.333333333333333,1.0,39.0,5.0,5.0,7.0,1.0,1.0,0.8333333333333334,6 palabras
ustedes comen verduras en el restaurante,restaurante ahí ustedes verduras comer,40.0,6.0,6.0,5.833333333333333,1.0,38.0,5.0,5.0,6.8,1.0,1.0,0.8333333333333334,6 palabras
ellos comen pasta en el restaurante,restaurante ahí ellos ensalada comer,35.0,6.0,6.0,5.0,1.0,36.0,5.0,5.0,6.4,1.0,1.0,0.8333333333333334,6 palabras
ellas comen pescado en el restaurante,restaurante ahí ellas pescado comer,37.0,6.0,6.0,5.333333333333333,1.0,35.0,5.0,5.0,6.2,1.0,1.0,0.8333333333333334,6 palabras
